nbr_asl_id,var_asl_forma_asaltar,nbr_ba_id,nbr_delin_id
253,Con armas cortopulsante,253,253
254,Con armas de fuego,254,254
255,Con armas de fuego,255,255
256,Con armas de fuego,256,256
257,Dulces sueños,257,257
258,Con armas cortopulsante,258,258
259,Dulces sueños,259,259
260,Con armas cortopulsante,260,260
261,Dulces sueños,261,261
262,Con armas de fuego,262,262
263,Dulces sueños,263,263
264,Con armas de fuego,264,264
265,Con armas de fuego,265,265
266,Con armas de fuego,266,266
267,Con armas cortopulsante,267,267
268,Con armas cortopulsante,268,268
269,Con armas de fuego,269,269
270,Con armas de fuego,270,270
271,Con armas de fuego,271,271
272,Con armas de fuego,272,272
273,Con armas de fuego,273,273
274,Dulces sueños,274,274
275,Con armas de fuego,275,275
276,Con armas de fuego,276,276
277,Con armas de fuego,277,277
278,Con armas de fuego,278,278
279,Con armas de fuego,279,279
280,Con armas de fuego,280,280
281,Con armas cortopulsante,281,281
282,Con armas de fuego,282,282
283,Dulces sueños,283,283
284,Dulces sueños,284,284
285,Con armas cortopulsante,285,285
286,Con armas de fuego,286,286
287,Con armas de fuego,287,287
288,Con armas de fuego,288,288
289,Con armas de fuego,289,289
290,Con armas cortopulsante,290,290
291,Con armas de fuego,291,291
292,Dulces sueños,292,292
293,Con armas cortopulsante,293,293
294,Dulces sueños,294,294
295,Con armas de fuego,295,295
296,Extorsion,296,296
297,Con armas de fuego,297,297
298,Con armas de fuego,298,298
299,Con armas de fuego,299,299
300,Con armas cortopulsante,300,300
301,Extorsion,301,301
302,Con armas cortopulsante,302,302
303,Con armas cortopulsante,303,303
304,Con armas de fuego,304,304
305,Con armas de fuego,305,305
306,Dulces sueños,306,306
307,Con armas de fuego,307,307
308,Con armas de fuego,308,308
309,Con armas cortopulsante,309,309
310,Con armas de fuego,310,310
311,Con armas cortopulsante,311,311
312,Dulces sueños,312,312
313,Con armas cortopulsante,313,313
314,Con armas de fuego,314,314
315,Con armas cortopulsante,315,315
316,Con armas cortopulsante,316,316
317,Con armas de fuego,317,317
318,Con armas de fuego,318,318
319,Con armas de fuego,319,319
320,Con armas de fuego,320,320
321,Con armas de fuego,321,321
322,Con armas de fuego,322,322
323,Con armas de fuego,323,323
324,Con armas de fuego,324,324
325,Con armas de fuego,325,325
326,Con armas de fuego,326,326
327,Dulces sueños,327,327
328,Dulces sueños,328,328
329,Con armas de fuego,329,329
330,Con armas cortopulsante,330,330
331,Con armas de fuego,331,331
332,Con armas de fuego,332,332
333,Con armas de fuego,333,333
334,Con armas cortopulsante,334,334
335,Con armas cortopulsante,335,335
336,Con armas cortopulsante,336,336
337,Extorsion,337,337
338,Con armas de fuego,338,338
339,Dulces sueños,339,339
340,Con armas cortopulsante,340,340
341,Con armas de fuego,341,341
342,Dulces sueños,342,342
343,Con armas de fuego,343,343
344,Con armas cortopulsante,344,344
345,Con armas cortopulsante,345,345
346,Extorsion,346,346
347,Con armas de fuego,347,347
348,Con armas de fuego,348,348
349,Dulces sueños,349,349
350,Extorsion,350,350
351,Con armas de fuego,351,351
352,Con armas cortopulsante,352,352
353,Con armas de fuego,353,353
354,Con armas de fuego,354,354
355,Extorsion,355,355
356,Con armas de fuego,356,356
357,Dulces sueños,357,357
358,Con armas cortopulsante,358,358
359,Con armas cortopulsante,359,359
360,Con armas de fuego,360,360
361,Con armas cortopulsante,361,361
362,Con armas de fuego,362,362
363,Con armas cortopulsante,363,363
364,Con armas cortopulsante,364,364
365,Dulces sueños,365,365
366,Dulces sueños,366,366
367,Con armas de fuego,367,367
368,Con armas de fuego,368,368
369,Con armas cortopulsante,369,369
370,Con armas cortopulsante,370,370
371,Con armas de fuego,371,371
372,Con armas de fuego,372,372
373,Con armas de fuego,373,373
374,Con armas de fuego,374,374
375,Con armas de fuego,375,375
376,Con armas de fuego,376,376
377,Con armas cortopulsante,377,377
378,Extorsion,378,378
379,Con armas de fuego,379,379
380,Con armas cortopulsante,380,380
381,Con armas de fuego,381,381
382,Dulces sueños,382,382
383,Con armas de fuego,383,383
384,Dulces sueños,384,384
385,Con armas de fuego,385,385
386,Con armas de fuego,386,386
387,Con armas cortopulsante,387,387
388,Con armas de fuego,388,388
389,Dulces sueños,389,389
390,Con armas cortopulsante,390,390
391,Con armas de fuego,391,391
392,Con armas de fuego,392,392
393,Con armas cortopulsante,393,393
394,Dulces sueños,394,394
395,Con armas de fuego,395,395
396,Con armas cortopulsante,396,396
397,Dulces sueños,397,397
398,Con armas de fuego,398,398
399,Con armas cortopulsante,399,399
400,Con armas de fuego,400,400
401,Con armas de fuego,401,401
402,Dulces sueños,402,402
403,Con armas de fuego,403,403
404,Con armas cortopulsante,404,404
405,Con armas de fuego,405,405
406,Con armas de fuego,406,406
407,Con armas de fuego,407,407
408,Con armas de fuego,408,408
409,Con armas cortopulsante,409,409
410,Con armas de fuego,410,410
411,Con armas de fuego,411,411
412,Con armas de fuego,412,412
413,Con armas de fuego,413,413
414,Con armas de fuego,414,414
415,Con armas cortopulsante,415,415
416,Con armas de fuego,416,416
417,Con armas de fuego,417,417
418,Con armas de fuego,418,418
419,Con armas de fuego,419,419
420,Con armas de fuego,420,420
421,Con armas de fuego,421,421
422,Con armas de fuego,422,422
423,Con armas cortopulsante,423,423
424,Con armas de fuego,424,424
425,Con armas cortopulsante,425,425
426,Con armas de fuego,426,426
427,Con armas de fuego,427,427
428,Dulces sueños,428,428
429,Con armas de fuego,429,429
430,Con armas de fuego,430,430
431,Con armas de fuego,431,431
432,Con armas de fuego,432,432
433,Dulces sueños,433,433
434,Con armas cortopulsante,434,434
435,Extorsion,435,435
436,Con armas de fuego,436,436
437,Con armas cortopulsante,437,437
438,Con armas de fuego,438,438
439,Con armas de fuego,439,439
440,Con armas de fuego,440,440
441,Con armas de fuego,441,441
442,Con armas cortopulsante,442,442
443,Con armas cortopulsante,443,443
444,Con armas de fuego,444,444
445,Con armas de fuego,445,445
446,Con armas de fuego,446,446
447,Con armas de fuego,447,447
448,Con armas de fuego,448,448
449,Con armas de fuego,449,449
450,Con armas cortopulsante,450,450
451,Con armas de fuego,451,451
452,Con armas de fuego,452,452
453,Dulces sueños,453,453
454,Con armas cortopulsante,454,454
455,Con armas de fuego,455,455
456,Con armas cortopulsante,456,456
457,Dulces sueños,457,457
458,Con armas de fuego,458,458
459,Con armas cortopulsante,459,459
460,Con armas cortopulsante,460,460
461,Con armas de fuego,461,461
462,Con armas cortopulsante,462,462
463,Con armas de fuego,463,463
464,Con armas cortopulsante,464,464
465,Con armas de fuego,465,465
466,Con armas de fuego,466,466
467,Con armas cortopulsante,467,467
468,Con armas de fuego,468,468
469,Con armas de fuego,469,469
470,Con armas de fuego,470,470
471,Dulces sueños,471,471
472,Extorsion,472,472
473,Con armas de fuego,473,473
474,Dulces sueños,474,474
475,Con armas cortopulsante,475,475
476,Con armas cortopulsante,476,476
477,Extorsion,477,477
478,Con armas de fuego,478,478
479,Dulces sueños,479,479
480,Con armas de fuego,480,480
481,Con armas de fuego,481,481
482,Con armas de fuego,482,482
483,Con armas de fuego,483,483
484,Con armas de fuego,484,484
485,Con armas de fuego,485,485
486,Con armas cortopulsante,486,486
487,Con armas de fuego,487,487
488,Con armas de fuego,488,488
489,Con armas de fuego,489,489
490,Con armas de fuego,490,490
491,Con armas de fuego,491,491
492,Con armas cortopulsante,492,492
493,Con armas de fuego,493,493
494,Con armas de fuego,494,494
495,Con armas de fuego,495,495
496,Con armas de fuego,496,496
497,Con armas de fuego,497,497
498,Con armas de fuego,498,498
499,Con armas de fuego,499,499
500,Con armas de fuego,500,500
501,Dulces sueños,501,501
502,Con armas de fuego,502,502
503,Dulces sueños,503,503
504,Con armas de fuego,504,504
505,Con armas cortopulsante,505,505
506,Con armas cortopulsante,506,506
507,Con armas de fuego,507,507
508,Con armas de fuego,508,508
509,Con armas cortopulsante,509,509
510,Con armas de fuego,510,510
511,Con armas de fuego,511,511
512,Con armas de fuego,512,512
513,Con armas de fuego,513,513
514,Con armas cortopulsante,514,514
515,Con armas de fuego,515,515
516,Con armas de fuego,516,516
517,Extorsion,517,517
518,Dulces sueños,518,518
519,Dulces sueños,519,519
520,Con armas de fuego,520,520
521,Con armas cortopulsante,521,521
522,Con armas de fuego,522,522
523,Con armas de fuego,523,523
524,Con armas de fuego,524,524
525,Con armas de fuego,525,525
526,Con armas cortopulsante,526,526
527,Con armas de fuego,527,527
528,Con armas de fuego,528,528
529,Con armas de fuego,529,529
530,Con armas de fuego,530,530
531,Con armas de fuego,531,531
532,Con armas de fuego,532,532
533,Con armas de fuego,533,533
534,Con armas de fuego,534,534
535,Con armas de fuego,535,535
536,Con armas de fuego,536,536
537,Con armas de fuego,537,537
538,Con armas de fuego,538,538
539,Extorsion,539,539
540,Con armas de fuego,540,540
541,Con armas de fuego,541,541
542,Con armas cortopulsante,542,542
543,Con armas de fuego,543,543
544,Con armas cortopulsante,544,544
545,Con armas de fuego,545,545
546,Dulces sueños,546,546
547,Con armas de fuego,547,547
548,Dulces sueños,548,548
549,Con armas de fuego,549,549
550,Con armas de fuego,550,550
551,Con armas de fuego,551,551
552,Con armas cortopulsante,552,552
553,Con armas cortopulsante,553,553
554,Con armas cortopulsante,554,554
555,Con armas de fuego,555,555
556,Con armas cortopulsante,556,556
557,Dulces sueños,557,557
558,Con armas de fuego,558,558
559,Con armas de fuego,559,559
560,Con armas de fuego,560,560
561,Con armas de fuego,561,561
562,Con armas de fuego,562,562
563,Con armas de fuego,563,563
564,Con armas de fuego,564,564
565,Con armas cortopulsante,565,565
566,Con armas de fuego,566,566
567,Con armas de fuego,567,567
568,Con armas cortopulsante,568,568
569,Con armas cortopulsante,569,569
570,Con armas de fuego,570,570
571,Con armas cortopulsante,571,571
572,Dulces sueños,572,572
573,Con armas de fuego,573,573
574,Con armas de fuego,574,574
575,Con armas cortopulsante,575,575
576,Con armas de fuego,576,576
577,Con armas cortopulsante,577,577
578,Con armas de fuego,578,578
579,Con armas de fuego,579,579
580,Con armas cortopulsante,580,580
581,Con armas cortopulsante,581,581
582,Con armas cortopulsante,582,582
583,Con armas de fuego,583,583
584,Con armas de fuego,584,584
585,Con armas de fuego,585,585
586,Con armas de fuego,586,586
587,Con armas de fuego,587,587
588,Con armas cortopulsante,588,588
589,Con armas cortopulsante,589,589
590,Dulces sueños,590,590
591,Con armas de fuego,591,591
592,Con armas de fuego,592,592
593,Con armas de fuego,593,593
594,Extorsion,594,594
595,Dulces sueños,595,595
596,Con armas de fuego,596,596
597,Con armas cortopulsante,597,597
598,Dulces sueños,598,598
599,Con armas de fuego,599,599
600,Con armas cortopulsante,600,600
601,Con armas cortopulsante,601,601
602,Con armas de fuego,602,602
603,Con armas de fuego,603,603
604,Con armas de fuego,604,604
605,Con armas de fuego,605,605
606,Con armas de fuego,606,606
607,Con armas de fuego,607,607
608,Dulces sueños,608,608
609,Con armas cortopulsante,609,609
610,Con armas de fuego,610,610
611,Con armas de fuego,611,611
612,Con armas cortopulsante,612,612
613,Extorsion,613,613
614,Dulces sueños,614,614
615,Extorsion,615,615
616,Dulces sueños,616,616
617,Con armas cortopulsante,617,617
618,Con armas de fuego,618,618
619,Con armas de fuego,619,619
620,Extorsion,620,620
621,Con armas cortopulsante,621,621
622,Con armas de fuego,622,622
623,Dulces sueños,623,623
624,Con armas de fuego,624,624
625,Con armas de fuego,625,625
626,Con armas de fuego,626,626
627,Extorsion,627,627
628,Con armas de fuego,628,628
629,Dulces sueños,629,629
630,Dulces sueños,630,630
631,Extorsion,631,631
632,Con armas de fuego,632,632
633,Con armas de fuego,633,633
634,Con armas cortopulsante,634,634
635,Con armas de fuego,635,635
636,Extorsion,636,636
637,Con armas cortopulsante,637,637
638,Con armas cortopulsante,638,638
639,Con armas de fuego,639,639
640,Con armas de fuego,640,640
641,Dulces sueños,641,641
642,Con armas de fuego,642,642
643,Dulces sueños,643,643
644,Con armas de fuego,644,644
645,Con armas cortopulsante,645,645
646,Con armas de fuego,646,646
647,Con armas cortopulsante,647,647
648,Con armas de fuego,648,648
649,Con armas de fuego,649,649
650,Con armas de fuego,650,650
651,Con armas de fuego,651,651
652,Con armas de fuego,652,652
653,Con armas de fuego,653,653
654,Con armas de fuego,654,654
655,Con armas de fuego,655,655
656,Dulces sueños,656,656
657,Con armas de fuego,657,657
658,Con armas de fuego,658,658
659,Con armas de fuego,659,659
660,Con armas de fuego,660,660
661,Con armas de fuego,661,661
662,Con armas de fuego,662,662
663,Dulces sueños,663,663
664,Dulces sueños,664,664
665,Con armas de fuego,665,665
666,Con armas cortopulsante,666,666
667,Con armas cortopulsante,667,667
668,Con armas de fuego,668,668
669,Con armas de fuego,669,669
670,Dulces sueños,670,670
671,Con armas de fuego,671,671
672,Con armas de fuego,672,672
673,Con armas de fuego,673,673
674,Con armas de fuego,674,674
675,Con armas de fuego,675,675
676,Con armas cortopulsante,676,676
677,Con armas cortopulsante,677,677
678,Con armas de fuego,678,678
679,Con armas de fuego,679,679
680,Con armas de fuego,680,680
681,Con armas de fuego,681,681
682,Con armas cortopulsante,682,682
683,Con armas cortopulsante,683,683
684,Dulces sueños,684,684
685,Con armas de fuego,685,685
686,Con armas cortopulsante,686,686
687,Con armas cortopulsante,687,687
688,Con armas de fuego,688,688
689,Con armas de fuego,689,689
690,Con armas cortopulsante,690,690
691,Con armas cortopulsante,691,691
692,Con armas de fuego,692,692
693,Con armas de fuego,693,693
694,Con armas cortopulsante,694,694
695,Dulces sueños,695,695
696,Con armas cortopulsante,696,696
697,Con armas de fuego,697,697
698,Dulces sueños,698,698
699,Con armas cortopulsante,699,699
700,Extorsion,700,700
701,Con armas cortopulsante,701,701
702,Dulces sueños,702,702
703,Con armas de fuego,703,703
704,Con armas cortopulsante,704,704
705,Con armas de fuego,705,705
706,Dulces sueños,706,706
707,Con armas cortopulsante,707,707
708,Con armas de fuego,708,708
709,Con armas de fuego,709,709
710,Dulces sueños,710,710
711,Con armas de fuego,711,711
712,Con armas de fuego,712,712
713,Extorsion,713,713
714,Dulces sueños,714,714
715,Con armas cortopulsante,715,715
716,Dulces sueños,716,716
717,Con armas cortopulsante,717,717
718,Con armas cortopulsante,718,718
719,Con armas de fuego,719,719
720,Con armas de fuego,720,720
721,Con armas de fuego,721,721
722,Con armas cortopulsante,722,722
723,Con armas de fuego,723,723
724,Dulces sueños,724,724
725,Con armas de fuego,725,725
726,Con armas de fuego,726,726
727,Dulces sueños,727,727
728,Con armas cortopulsante,728,728
729,Con armas cortopulsante,729,729
730,Con armas de fuego,730,730
731,Con armas de fuego,731,731
732,Con armas de fuego,732,732
733,Con armas de fuego,733,733
734,Extorsion,734,734
735,Con armas de fuego,735,728
736,Con armas de fuego,736,736
737,Con armas cortopulsante,737,737
738,Con armas cortopulsante,738,738
739,Con armas de fuego,739,739
740,Con armas de fuego,740,740
741,Con armas de fuego,741,741
742,Con armas de fuego,742,742
743,Con armas de fuego,743,743
744,Con armas de fuego,744,744
745,Con armas cortopulsante,745,745
746,Dulces sueños,746,746
747,Con armas de fuego,747,747
748,Con armas de fuego,748,748
749,Dulces sueños,749,749
750,Con armas cortopulsante,750,750
751,Con armas de fuego,751,751
752,Dulces sueños,752,752
753,Dulces sueños,753,753
754,Con armas de fuego,754,754
755,Con armas cortopulsante,755,755
756,Con armas de fuego,756,756
757,Con armas de fuego,757,757
758,Dulces sueños,758,758
759,Con armas de fuego,759,759
760,Con armas de fuego,760,760
761,Con armas de fuego,761,761
762,Con armas cortopulsante,762,762
763,Con armas de fuego,763,763
764,Con armas cortopulsante,764,764
765,Con armas cortopulsante,765,765
766,Con armas cortopulsante,766,766
767,Con armas de fuego,767,767
768,Con armas de fuego,768,768
769,Dulces sueños,769,769
770,Dulces sueños,770,770
771,Con armas de fuego,771,771
772,Con armas cortopulsante,772,772
773,Con armas cortopulsante,773,773
774,Con armas de fuego,774,774
775,Con armas de fuego,775,775
776,Extorsion,776,776
777,Dulces sueños,777,777
778,Con armas de fuego,778,778
779,Con armas de fuego,779,779
780,Con armas cortopulsante,780,780
781,Con armas de fuego,781,781
782,Con armas de fuego,782,782
783,Con armas cortopulsante,783,783
784,Con armas de fuego,784,784
785,Dulces sueños,785,785
786,Con armas de fuego,786,786
787,Con armas cortopulsante,787,787
788,Con armas cortopulsante,788,788
789,Con armas de fuego,789,789
790,Dulces sueños,790,790
791,Con armas de fuego,791,791
792,Con armas de fuego,792,792
793,Extorsion,793,793
794,Con armas de fuego,794,794
795,Dulces sueños,795,795
796,Con armas cortopulsante,796,796
797,Con armas cortopulsante,797,797
798,Con armas de fuego,798,798
799,Extorsion,799,799
800,Con armas de fuego,800,800
801,Con armas de fuego,801,801
802,Dulces sueños,802,802
803,Con armas de fuego,803,803
804,Dulces sueños,804,804
805,Con armas de fuego,805,805
806,Dulces sueños,806,806
807,Dulces sueños,807,807
808,Dulces sueños,808,808
809,Dulces sueños,809,809
810,Con armas de fuego,810,810
811,Extorsion,811,811
812,Extorsion,812,812
813,Con armas cortopulsante,813,813
814,Con armas de fuego,814,814
815,Con armas de fuego,815,815
816,Con armas de fuego,816,816
817,Dulces sueños,817,817
818,Con armas de fuego,818,818
819,Con armas cortopulsante,819,819
820,Con armas de fuego,820,820
821,Con armas de fuego,821,821
822,Con armas de fuego,822,822
823,Con armas de fuego,823,823
824,Dulces sueños,824,824
825,Con armas cortopulsante,825,825
826,Con armas de fuego,826,826
827,Con armas de fuego,827,827
828,Dulces sueños,828,828
829,Con armas de fuego,829,829
830,Dulces sueños,830,830
831,Dulces sueños,831,831
832,Con armas cortopulsante,832,832
833,Con armas cortopulsante,833,833
834,Dulces sueños,834,834
835,Con armas de fuego,835,835
836,Con armas de fuego,836,836
837,Con armas de fuego,837,837
838,Con armas de fuego,838,838
839,Con armas cortopulsante,839,839
840,Dulces sueños,840,840
841,Con armas de fuego,841,841
842,Con armas cortopulsante,842,842
843,Con armas de fuego,843,843
844,Con armas cortopulsante,844,844
845,Con armas de fuego,845,845
846,Con armas cortopulsante,846,846
847,Dulces sueños,847,847
848,Con armas de fuego,848,848
849,Con armas de fuego,849,849
850,Con armas de fuego,850,850
851,Con armas de fuego,851,851
852,Con armas de fuego,852,852
853,Con armas de fuego,853,853
854,Con armas de fuego,854,854
855,Con armas cortopulsante,855,855
856,Con armas cortopulsante,856,856
857,Con armas de fuego,857,857
858,Con armas cortopulsante,858,858
859,Con armas de fuego,859,859
860,Dulces sueños,860,860
861,Con armas cortopulsante,861,861
862,Con armas de fuego,862,862
863,Con armas de fuego,863,863
864,Extorsion,864,864
865,Con armas de fuego,865,865
866,Dulces sueños,866,866
867,Con armas cortopulsante,867,867
868,Con armas de fuego,868,868
869,Con armas de fuego,869,869
870,Con armas cortopulsante,870,870
871,Con armas de fuego,871,871
872,Extorsion,872,872
873,Dulces sueños,873,873
874,Con armas de fuego,874,874
875,Con armas de fuego,875,875
876,Con armas de fuego,876,876
877,Con armas de fuego,877,877
878,Con armas de fuego,878,878
879,Con armas de fuego,879,879
880,Extorsion,880,880
881,Con armas cortopulsante,881,881
882,Con armas de fuego,882,882
883,Con armas cortopulsante,883,883
884,Con armas de fuego,884,884
885,Con armas cortopulsante,885,885
886,Con armas cortopulsante,886,886
887,Con armas cortopulsante,887,887
888,Con armas cortopulsante,888,888
889,Con armas de fuego,889,889
890,Con armas de fuego,890,890
891,Extorsion,891,891
892,Con armas cortopulsante,892,892
893,Con armas cortopulsante,893,893
894,Con armas cortopulsante,894,894
895,Con armas cortopulsante,895,895
896,Extorsion,896,896
897,Con armas de fuego,897,897
898,Con armas cortopulsante,898,898
899,Con armas de fuego,899,899
900,Con armas cortopulsante,900,900
901,Con armas de fuego,901,901
902,Extorsion,902,902
903,Con armas cortopulsante,903,903
904,Con armas de fuego,904,904
905,Dulces sueños,905,905
906,Con armas de fuego,906,906
907,Con armas cortopulsante,907,907
908,Con armas de fuego,908,908
909,Con armas cortopulsante,909,909
910,Con armas de fuego,910,910
911,Con armas cortopulsante,911,911
912,Con armas cortopulsante,912,912
913,Con armas de fuego,913,913
