nbr_upc_id,var_upc_nombre,var_upc_status,nbr_ciu_id
323,West Fred,Activo,323
324,Baxterview,Activo,324
325,Annafort,Activo,325
326,Melissahaven,Activo,326
327,North Jasmin,Activo,327
328,Davidborough,Activo,328
329,Blanchardville,Activo,329
330,Toddfurt,Activo,330
331,Melissaton,Activo,331
332,Johnsonton,Activo,332
333,Bakertown,Activo,333
334,Geraldfurt,Activo,334
335,Gonzalesbury,Activo,335
336,Juliefort,Activo,336
337,Braunville,Activo,337
338,Seanburgh,Activo,338
339,East Daniel,Activo,339
340,Smithton,Activo,340
341,Lake Mary,Activo,341
342,Rogersview,Activo,342
343,Myerston,Activo,343
344,Norrischester,Activo,344
345,Lindaborough,Activo,345
346,Vegabury,Activo,346
347,Lake Justin,Activo,347
348,South James,Activo,348
349,Jensenfurt,Activo,349
350,Pattersonburgh,Activo,350
351,Johnfurt,Activo,351
352,Chenhaven,Activo,352
353,North Georgefort,Activo,353
354,Port Maria,Activo,354
355,New Samuel,Activo,355
356,Gatestown,Activo,356
357,Jamesmouth,Activo,357
358,Randolphtown,Activo,358
359,South Brittneyfurt,Activo,359
360,Jacobshaven,Activo,360
361,Lake Brandi,Activo,361
362,Sharonburgh,Activo,362
363,Jeffreytown,Activo,363
364,Port Adamton,Activo,364
365,Lindaburgh,Activo,365
366,Josephhaven,Activo,366
367,East John,Activo,367
368,Port Victoria,Activo,368
369,South Matthew,Activo,369
370,Brittanymouth,Activo,370
371,Tanyamouth,Activo,371
372,Latoyashire,Activo,372
373,Lake Gregorymouth,Activo,373
374,North Abigailton,Activo,374
375,Scottland,Activo,375
376,Port Jennifer,Activo,376
377,New Charlesmouth,Activo,377
378,New Ginaburgh,Activo,378
379,Port Barbarafurt,Activo,379
380,Reevesberg,Activo,380
381,New Benjaminbury,Activo,381
382,Smithville,Activo,382
383,Stevensonville,Activo,383
384,Simmonsville,Activo,384
385,Anthonytown,Activo,385
386,Smithshire,Activo,386
387,Loweshire,Activo,387
388,North Michael,Activo,388
389,Sanchezside,Activo,389
390,Bauerview,Activo,390
391,West Michaelborough,Activo,391
392,West Christinemouth,Activo,392
393,Atkinsmouth,Activo,393
394,North Lawrencebury,Activo,394
395,West William,Activo,395
396,Davidside,Activo,396
397,Brooksburgh,Activo,397
398,Edwardsport,Activo,398
399,Tuckerfort,Activo,399
400,Port Anneville,Activo,400
401,Lake Michelletown,Activo,401
402,Oconnellville,Activo,402
403,Penaton,Activo,403
404,Carlsonmouth,Activo,404
405,Leahberg,Activo,405
406,Barbarahaven,Activo,406
407,East James,Activo,407
408,Bryanstad,Activo,408
409,North Adamport,Activo,409
410,New Ninafurt,Activo,410
411,Davidfort,Activo,411
412,Wrighthaven,Activo,412
413,Michaelfort,Activo,413
414,Zunigaburgh,Activo,414
415,Carlsonfort,Activo,415
416,Jonathantown,Activo,416
417,Lake Vincent,Activo,417
418,Butlermouth,Activo,418
419,Wrightville,Activo,419
420,Lake Ashley,Activo,420
421,North Matthew,Activo,421
422,Shafferland,Activo,422
423,New Aaronburgh,Activo,423
424,New Emilyfurt,Activo,424
425,Stephensberg,Activo,425
426,Jameshaven,Activo,426
427,South Bonnie,Activo,427
428,North Bradley,Activo,428
429,Lake Erinshire,Activo,429
430,Lake Heatherfurt,Activo,430
431,West Jessechester,Activo,431
432,Foxland,Activo,432
433,Raymondshire,Activo,433
434,Mayoville,Activo,434
435,Colonton,Activo,435
436,Lake Timothy,Activo,436
437,West Shannonside,Activo,437
438,Port Laurenchester,Activo,438
439,New James,Activo,439
440,Lake Brycemouth,Activo,440
441,East Thomas,Activo,441
442,Joshuachester,Activo,442
443,Lake Matthew,Activo,443
444,East Lindsay,Inactivo,444
445,South Leon,Activo,445
446,Elliottport,Activo,446
447,West Taylorberg,Activo,447
448,Scottstad,Activo,448
449,Edwardside,Activo,449
450,West Raymondberg,Activo,450
451,West Christian,Activo,451
452,Castroberg,Activo,452
453,Kathleenstad,Activo,453
454,Williamstown,Activo,454
455,New Morganmouth,Activo,455
456,West Eddiechester,Activo,456
457,Ramirezside,Activo,457
458,South Kathleen,Activo,458
459,New Rachelburgh,Activo,459
460,New Maryside,Activo,460
461,New Ashleyhaven,Activo,461
462,Warnermouth,Activo,462
463,Nicoleshire,Activo,463
464,Port Kristina,Activo,464
465,Turnerville,Activo,465
466,Port Daniel,Activo,466
467,Port Jessebury,Activo,467
468,Wilsonborough,Activo,468
469,North Nicolefurt,Activo,469
470,Michaelberg,Activo,470
471,Laurenview,Activo,471
472,East James,Activo,472
473,Audreyhaven,Activo,473
474,Justinchester,Activo,474
475,Hickmanside,Activo,475
476,North Lorraine,Activo,476
477,Bartonberg,Activo,477
478,Lake Shaneburgh,Activo,478
479,Diazbury,Activo,479
480,Lake Carolshire,Activo,480
481,Millerview,Activo,481
482,Jakeburgh,Activo,482
483,New Jamesport,Activo,483
484,Port Angela,Activo,484
485,West Laura,Activo,485
486,Millerstad,Activo,486
487,South Christina,Activo,487
488,North David,Activo,488
489,Port Angela,Activo,489
490,West Maryville,Activo,490
491,Hernandezfurt,Activo,491
492,Aprilmouth,Activo,492
493,Maureenmouth,Activo,493
494,West Maria,Activo,494
495,Davidfort,Activo,495
496,Hayesville,Activo,496
497,Patrickview,Activo,497
498,Port Stephenport,Activo,498
499,East Jeremy,Activo,499
500,Mckenziestad,Activo,500
501,Port Amber,Activo,501
502,Jenniferstad,Activo,502
503,Port David,Activo,503
504,West Timothy,Activo,504
505,Elizabethborough,Activo,505
506,Brooksmouth,Activo,506
507,North Craighaven,Activo,507
508,Mackport,Activo,508
509,Anitaborough,Activo,509
510,Jonesmouth,Inactivo,510
511,Meredithtown,Activo,511
512,Andrewsview,Activo,512
513,Lake Haroldborough,Activo,513
514,Andreamouth,Activo,514
515,Wallsland,Activo,515
516,North Cynthiaberg,Activo,516
517,South Amandaport,Activo,517
518,North Adamshire,Activo,518
519,East Alejandroport,Activo,519
520,Jenniferport,Activo,520
521,West Lawrencehaven,Activo,521
522,Garrisonview,Activo,522
523,Ortizborough,Activo,523
524,Grimesborough,Activo,524
525,Lynchfurt,Activo,525
526,South Toniton,Activo,526
527,Patelberg,Activo,527
528,West Tracy,Activo,528
529,Lake Mary,Activo,529
530,North Lisabury,Activo,530
531,Wilkinstown,Activo,531
532,South Coreyview,Activo,532
533,Lake Robertoville,Inactivo,533
534,Wardland,Activo,534
535,Dayview,Activo,535
536,Lake Brian,Activo,536
537,Andreaview,Activo,537
538,West Matthew,Activo,538
539,Matthewside,Activo,539
540,Wagnerbury,Activo,540
541,Elizabethbury,Activo,541
542,West Cody,Activo,542
543,Richardsonton,Activo,543
544,Port Kathychester,Activo,544
545,Andersonmouth,Activo,545
546,North William,Activo,546
547,Port Mary,Activo,547
548,Samanthamouth,Activo,548
549,West Michael,Activo,549
550,Alexandraport,Activo,550
551,Davenportberg,Activo,551
552,East Jennastad,Activo,552
553,Cortezland,Activo,553
554,South Anthony,Activo,554
555,Lindseymouth,Activo,555
556,Hudsonshire,Activo,556
557,East Robert,Activo,557
558,Daviesmouth,Activo,558
559,Thompsonchester,Activo,559
560,Lake Dawnbury,Activo,560
561,Tonyborough,Activo,561
562,Garzastad,Activo,562
563,Millerport,Activo,563
564,East Brenda,Activo,564
565,North Lori,Activo,565
566,Tuckerville,Activo,566
567,West Erik,Activo,567
568,Robersonmouth,Activo,568
569,Josephland,Activo,569
570,West Marie,Activo,570
571,New Erin,Activo,571
572,Lake Albertville,Activo,572
573,Matthewside,Activo,573
574,Jonathanview,Activo,574
575,Sanchezmouth,Activo,575
576,Margaretmouth,Activo,576
577,North Lauren,Activo,577
578,Aaronstad,Activo,578
579,West Jasminemouth,Activo,579
580,North Crystal,Activo,580
581,Lake Lynnborough,Activo,581
582,Turnerview,Activo,582
583,Richardland,Activo,583
584,North Patrick,Activo,584
585,Lake Dylanton,Activo,585
586,West Daniel,Activo,586
587,Gouldton,Activo,587
588,Christopherbury,Activo,588
589,East Evan,Activo,589
590,North Luke,Activo,590
591,Garyport,Activo,591
592,West John,Activo,592
593,Bernardbury,Activo,593
594,East Robert,Activo,594
595,Port Travis,Activo,595
596,East James,Activo,596
597,Michaelhaven,Activo,597
598,East Albertville,Activo,598
599,North William,Activo,599
600,New James,Activo,600
601,East Davidtown,Activo,601
602,Huntside,Activo,602
603,Justinfort,Activo,603
604,Nguyenfort,Activo,604
605,Port Dylanmouth,Activo,605
606,North Donna,Activo,606
607,Port Oliviaton,Activo,607
608,North James,Activo,608
609,Lesliechester,Activo,609
610,Jacobsonview,Activo,610
611,Port Debra,Activo,611
612,North Richard,Activo,612
613,East Juliechester,Activo,613
614,Lake Victoria,Activo,614
615,West Martha,Activo,615
616,Port Leroyport,Activo,616
617,Mileston,Activo,617
618,Chadchester,Activo,618
619,New Sophia,Activo,619
620,West Tonya,Activo,620
621,Petersonfurt,Activo,621
622,Lake Belindaview,Activo,622
623,Grahamberg,Activo,623
624,North Mauriceborough,Activo,624
625,Port Johnport,Activo,625
626,Port Josephberg,Activo,626
627,Cookport,Activo,627
628,Sullivanhaven,Activo,628
629,Bethanyfurt,Activo,629
630,Jeffburgh,Activo,630
631,Zacharychester,Activo,631
632,West Claytonport,Activo,632
633,West Julieport,Activo,633
634,South Tiffanyshire,Activo,634
635,Kelseytown,Activo,635
636,Port Courtney,Activo,636
637,Davisport,Activo,637
638,Tracifort,Activo,638
639,North Michael,Activo,639
640,Arianaton,Activo,640
641,Dianestad,Activo,641
642,Hallview,Activo,642
643,South Renee,Activo,643
644,South Jonathanview,Activo,644
645,Ashleyton,Activo,645
646,Sarahshire,Activo,646
647,New Sarah,Activo,647
648,South Justintown,Activo,648
649,Kellyburgh,Activo,649
650,West Colin,Activo,650
651,West Larry,Activo,651
652,Amberfurt,Activo,652
653,Davidport,Activo,653
654,Stokesborough,Activo,654
655,South Danielville,Activo,655
656,East Rebecca,Activo,656
657,Jamesfort,Activo,657
658,North Mikaylafort,Activo,658
659,Feliciaport,Activo,659
660,Candicefurt,Activo,660
661,Amandaton,Activo,661
662,New Hayden,Activo,662
663,Raymondhaven,Activo,663
664,New Gregory,Activo,664
665,Port Christine,Activo,665
666,Gibsonshire,Inactivo,666
667,North Emily,Activo,667
668,Matthewport,Activo,668
669,North Amanda,Activo,669
670,Curtisstad,Activo,670
671,Haileyport,Activo,671
672,New Patrickland,Activo,672
673,Anthonyborough,Activo,673
674,South Jennifer,Activo,674
675,New Steven,Activo,675
676,Dennisville,Activo,676
677,Watsonhaven,Activo,677
678,South Deborah,Activo,678
679,Hansonfort,Activo,679
680,Blanchardside,Activo,680
681,Lake Frank,Activo,681
682,Jonesfort,Activo,682
683,Port Scottborough,Activo,683
684,New Jacquelinefurt,Activo,684
685,New Pamelaton,Activo,685
686,East Eric,Activo,686
687,Colemouth,Activo,687
688,Cardenasberg,Activo,688
689,North April,Activo,689
690,Perezport,Activo,690
691,New Austinborough,Activo,691
692,Port Jennifertown,Inactivo,692
693,Morenomouth,Activo,693
694,Lake Brooke,Activo,694
695,Lake Jessica,Activo,695
696,Joshualand,Activo,696
697,Gonzalezview,Activo,697
698,Crystalton,Activo,698
699,Port Michaelbury,Activo,699
700,South Christine,Activo,700
701,Lucastown,Activo,701
702,Martinezfort,Activo,702
703,Robertmouth,Activo,703
704,Monicaport,Activo,704
705,Port Anna,Activo,705
706,Michaelberg,Activo,706
707,Jonesland,Activo,707
708,East Tonystad,Activo,708
709,Gavinstad,Activo,709
710,Rosarioport,Activo,710
711,Lake Bobby,Activo,711
712,South Nicholeview,Activo,712
713,Rebeccaborough,Activo,713
714,Dominguezborough,Activo,714
715,West Bonnieshire,Activo,715
716,Hansonview,Activo,716
717,Port Donnaberg,Activo,717
718,Turnerland,Activo,718
719,Port Samuel,Activo,719
720,Richport,Activo,720
721,Leahchester,Activo,721
722,New James,Activo,722
723,West Miguelstad,Activo,723
724,Michaelside,Activo,724
725,Rosarioport,Activo,725
726,Dylanbury,Activo,726
727,Meltonland,Activo,727
728,North Lisa,Activo,728
729,East Lisatown,Activo,729
730,Carterborough,Activo,730
731,North Sarahburgh,Activo,731
732,South Randy,Activo,732
733,South Paul,Activo,733
734,Lake Tyler,Activo,734
735,Port Brendaborough,Activo,735
736,New Mark,Activo,736
737,Vincentton,Activo,737
738,Hernandezbury,Activo,738
739,Wayneborough,Activo,739
740,South Amandaberg,Activo,740
741,Lake Thomasbury,Activo,741
742,Debbieberg,Activo,742
743,Lake Elizabeth,Activo,743
744,Vangburgh,Activo,744
745,Alexandertown,Activo,745
746,Maryburgh,Activo,746
747,East Ashley,Activo,747
748,East Emilyshire,Activo,748
749,West Ernest,Activo,749
750,Port Eric,Activo,750
751,West Linda,Activo,751
752,Michaelshire,Activo,752
753,Elizabethmouth,Activo,753
754,East Joshua,Activo,754
755,Amandaborough,Activo,755
756,East Abigail,Activo,756
757,Port Glenntown,Activo,757
758,Port Eric,Activo,758
759,Brownborough,Activo,759
760,Sellersbury,Activo,760
761,Margaretton,Activo,761
762,West Aprilview,Activo,762
763,Port Rebecca,Activo,763
764,Warrenville,Activo,764
765,Rosschester,Activo,765
766,South Stephen,Activo,766
767,Samuelmouth,Activo,767
768,North Robert,Activo,768
769,South Ashley,Activo,769
770,Katherineland,Activo,770
771,South Melissaberg,Activo,771
772,Susanland,Activo,772
773,Emilyview,Activo,773
774,Donaldside,Activo,774
775,Kristinaport,Activo,775
776,Lake Rachel,Activo,776
777,Shannonborough,Activo,777
778,Domingueztown,Activo,778
779,Kirkbury,Activo,779
780,Garciashire,Activo,780
781,East Sandra,Activo,781
782,Port Jessica,Activo,782
783,South Jonmouth,Activo,783
784,East Michaelview,Activo,784
785,South Anitastad,Activo,785
786,New Dianefort,Activo,786
787,East Sarachester,Activo,787
788,East Seth,Activo,788
789,South Maria,Activo,789
790,Parsonsport,Activo,790
791,Murrayport,Activo,791
792,Linfort,Activo,792
793,Lake Cameron,Activo,793
794,Lauraside,Activo,794
795,West Daniel,Activo,795
796,North Amandaview,Activo,796
797,Brianfurt,Activo,797
798,Sanchezhaven,Activo,798
799,Timothymouth,Activo,799
800,Farleymouth,Activo,800
801,West Richard,Activo,801
802,East Ashley,Activo,802
803,Christophermouth,Activo,803
804,Lisamouth,Activo,804
805,Westfurt,Activo,805
806,North Courtneyport,Inactivo,806
807,East Sarahborough,Activo,807
808,Marcusfort,Activo,808
809,Christopherberg,Inactivo,809
810,Thomastown,Activo,810
811,Gomezland,Activo,811
812,Port Eric,Activo,812
813,Ingramberg,Activo,813
814,Jaredshire,Activo,814
815,Sharonchester,Inactivo,815
816,Kathrynborough,Activo,816
817,Port Jason,Activo,817
818,Pottermouth,Activo,818
819,Troyshire,Activo,819
820,North Mark,Activo,820
821,North Stephenchester,Activo,821
822,Danielhaven,Activo,822
823,Susanbury,Activo,823
824,Meganshire,Activo,824
825,Danielside,Activo,825
826,West Colinfurt,Activo,826
827,South Samanthafurt,Activo,827
828,North Phyllisland,Activo,828
829,Victorialand,Activo,829
830,Port Annland,Activo,830
831,Staffordstad,Activo,831
832,Gibsonville,Activo,832
833,Carsonberg,Activo,833
834,East Anthony,Activo,834
835,New Rachelfurt,Activo,835
836,West Kathyburgh,Activo,836
837,New Kathryn,Activo,837
838,Thompsonbury,Activo,838
839,Elizabethville,Activo,839
840,Port Ryan,Activo,840
841,West Julie,Activo,841
842,Petertown,Activo,842
843,Lake Kennethmouth,Activo,843
844,East Kevin,Activo,844
845,Lake Joshuaview,Activo,845
846,Howefort,Activo,846
847,Lake Jessicachester,Activo,847
848,East Andrewborough,Activo,848
849,Sarahhaven,Activo,849
850,Frazierville,Activo,850
851,Stewartburgh,Activo,851
852,New Katrinafurt,Activo,852
853,South Jamesside,Activo,853
854,West Margarettown,Activo,854
855,Patrickland,Activo,855
856,Davismouth,Activo,856
857,Angelaberg,Activo,857
858,North Amanda,Activo,858
859,Kristinaberg,Activo,859
860,North Crystal,Activo,860
861,Christopherhaven,Activo,861
862,South Andreachester,Activo,862
863,East Christian,Activo,863
864,Stevensbury,Activo,864
865,Jacquelinemouth,Activo,865
866,Wallacehaven,Activo,866
867,Hamptonchester,Activo,867
868,North Charles,Activo,868
869,Angelaside,Activo,869
870,Shirleybury,Activo,870
871,West Jonathanshire,Activo,871
872,South Petermouth,Activo,872
873,West Paulaborough,Activo,873
874,Port Peterside,Activo,874
875,Bradbury,Activo,875
876,Charlesberg,Activo,876
877,New Sara,Activo,877
878,East Luis,Activo,878
879,Port Alanhaven,Activo,879
880,Lake Daniel,Activo,880
881,Port Katherineport,Activo,881
882,Alanmouth,Activo,882
883,West Jenniferville,Activo,883
884,Port Fernandoton,Activo,884
885,South William,Activo,885
886,Patriciamouth,Activo,886
887,Kennethstad,Activo,887
888,Rogershaven,Activo,888
889,North Angela,Activo,889
890,South Daniel,Activo,890
891,Kimchester,Activo,891
892,Millertown,Activo,892
893,East Carolyn,Activo,893
894,East Alexismouth,Activo,894
895,East Jeremyville,Activo,895
896,New Karenmouth,Activo,896
897,Lake Ronald,Activo,897
898,North Carolynland,Activo,898
899,Williamsstad,Activo,899
900,Greggton,Activo,900
901,North Christinetown,Activo,901
902,West Antonio,Activo,902
903,Heatherside,Activo,903
904,West Jennifer,Activo,904
905,Port Samuel,Activo,905
906,West Karenshire,Activo,906
907,New Jessicafurt,Activo,907
908,West Jennifer,Activo,908
909,Bryantown,Activo,909
910,South Michelleton,Activo,910
911,Port Jamesmouth,Activo,911
912,Duranport,Activo,912
913,New Kaitlynberg,Activo,913
914,Port Jennifershire,Activo,914
915,Mitchellmouth,Activo,915
916,South Georgehaven,Activo,916
917,Lisaview,Activo,917
918,Dickersonbury,Activo,918
919,South Benjaminmouth,Activo,919
920,Port Stevenfurt,Activo,920
921,Eduardoton,Activo,921
922,Davidton,Activo,922
923,East Ryan,Activo,923
924,New Sandraburgh,Activo,924
925,New Erinville,Activo,925
926,Welchborough,Activo,926
927,Smithfurt,Activo,927
928,Barnesmouth,Activo,928
929,East Amy,Activo,929
930,Cisnerostown,Activo,930
931,North Mark,Activo,931
932,East Patricia,Activo,932
933,West Mary,Activo,933
