nbr_ciu_id,var_ciu_nombre,var_ciu_status,nbr_parro_id
254,Quito,En vigencia,254
255,Quito,En vigencia,255
256,Quito,En vigencia,256
257,Cayambe,En vigencia,257
258,Quito,No existe,258
259,Quito,En vigencia,259
260,Quito,En vigencia,260
261,Quito,En vigencia,261
262,Quito,En vigencia,262
263,Quito,En vigencia,263
264,San Miguel De Los Bancos,En vigencia,264
265,Quito,En vigencia,265
266,Quito,En vigencia,266
267,Quito,En vigencia,267
268,Aloag,En vigencia,268
269,Machachi,En vigencia,269
270,Sangolquí,En vigencia,270
271,Quito,En vigencia,271
272,Quito,En vigencia,272
273,Quito,En vigencia,273
274,Quito,En vigencia,274
275,Quito,En vigencia,275
276,Quito,En vigencia,276
277,Quito,En vigencia,277
278,Quito,En vigencia,278
279,Quito,En vigencia,279
280,Quito,En vigencia,280
281,Aloag,En vigencia,281
282,Quito,En vigencia,282
283,Quito,En vigencia,283
284,Quito,En vigencia,284
285,Quito,En vigencia,285
286,Quito,En vigencia,286
287,Sangolquí,En vigencia,287
288,Quito,En vigencia,288
289,Tabacundo,En vigencia,289
290,Quito,En vigencia,290
291,Quito,En vigencia,291
292,Quito,En vigencia,292
293,Quito,En vigencia,293
294,San Miguel De Los Bancos,En vigencia,294
295,Quito,En vigencia,295
296,Tabacundo,En vigencia,296
297,Quito,En vigencia,297
298,Quito,En vigencia,298
299,Aloag,En vigencia,299
300,Tabacundo,En vigencia,300
301,Quito,En vigencia,301
302,San Miguel De Los Bancos,En vigencia,302
303,Cayambe,En vigencia,303
304,Quito,En vigencia,304
305,Quito,En vigencia,305
306,Quito,En vigencia,306
307,Quito,En vigencia,307
308,Quito,En vigencia,308
309,Quito,En vigencia,309
310,Quito,En vigencia,310
311,Quito,En vigencia,311
312,Quito,En vigencia,312
313,Quito,En vigencia,313
314,Quito,En vigencia,314
315,Quito,En vigencia,315
316,Quito,En vigencia,316
317,San Miguel De Los Bancos,En vigencia,317
318,Quito,En vigencia,318
319,Quito,En vigencia,319
320,Quito,En vigencia,320
321,Tabacundo,En vigencia,321
322,San Miguel De Los Bancos,En vigencia,322
323,Quito,En vigencia,323
324,Quito,En vigencia,324
325,Quito,En vigencia,325
326,Quito,En vigencia,326
327,Quito,En vigencia,327
328,Machachi,En vigencia,328
329,Machachi,En vigencia,329
330,Tabacundo,En vigencia,330
331,Quito,No existe,331
332,Aloag,En vigencia,332
333,Quito,En vigencia,333
334,Quito,En vigencia,334
335,Quito,En vigencia,335
336,Quito,En vigencia,336
337,Quito,En vigencia,337
338,Quito,En vigencia,338
339,Quito,En vigencia,339
340,Quito,En vigencia,340
341,Aloag,En vigencia,341
342,Sangolquí,En vigencia,342
343,Quito,En vigencia,343
344,Quito,En vigencia,344
345,Sangolquí,En vigencia,345
346,Quito,En vigencia,346
347,Tabacundo,En vigencia,347
348,Quito,En vigencia,348
349,Machachi,En vigencia,349
350,Quito,En vigencia,350
351,Sangolquí,En vigencia,351
352,Quito,En vigencia,352
353,Cayambe,En vigencia,353
354,Tabacundo,En vigencia,354
355,Sangolquí,En vigencia,355
356,Quito,En vigencia,356
357,Quito,En vigencia,357
358,Quito,En vigencia,358
359,Quito,En vigencia,359
360,Machachi,En vigencia,360
361,San Miguel De Los Bancos,En vigencia,361
362,Tabacundo,En vigencia,362
363,Sangolquí,No existe,363
364,Machachi,No existe,364
365,Cayambe,En vigencia,365
366,Quito,En vigencia,366
367,Quito,En vigencia,367
368,Quito,En vigencia,368
369,Quito,En vigencia,369
370,Quito,En vigencia,370
371,Aloag,En vigencia,371
372,Quito,En vigencia,372
373,Quito,En vigencia,373
374,Quito,En vigencia,374
375,Quito,En vigencia,375
376,Quito,En vigencia,376
377,Quito,En vigencia,377
378,Tabacundo,En vigencia,378
379,Quito,En vigencia,379
380,Quito,No existe,380
381,Quito,En vigencia,381
382,Quito,En vigencia,382
383,Quito,En vigencia,383
384,Quito,En vigencia,384
385,Quito,En vigencia,385
386,Quito,En vigencia,386
387,Quito,En vigencia,387
388,Sangolquí,En vigencia,388
389,Quito,En vigencia,389
390,Sangolquí,En vigencia,390
391,Quito,En vigencia,391
392,Quito,En vigencia,392
393,Quito,En vigencia,393
394,Quito,En vigencia,394
395,Quito,En vigencia,395
396,Quito,En vigencia,396
397,Quito,En vigencia,397
398,Quito,En vigencia,398
399,Machachi,En vigencia,399
400,Quito,En vigencia,400
401,Tabacundo,En vigencia,401
402,Aloag,En vigencia,402
403,Quito,En vigencia,403
404,Sangolquí,En vigencia,404
405,Machachi,En vigencia,405
406,Tabacundo,En vigencia,406
407,Quito,En vigencia,407
408,Quito,En vigencia,408
409,Quito,En vigencia,409
410,Machachi,En vigencia,410
411,Quito,En vigencia,411
412,Quito,En vigencia,412
413,Quito,En vigencia,413
414,Tabacundo,En vigencia,414
415,Cayambe,En vigencia,415
416,Quito,En vigencia,416
417,Tabacundo,En vigencia,417
418,Quito,En vigencia,418
419,San Miguel De Los Bancos,En vigencia,419
420,Machachi,En vigencia,420
421,Quito,En vigencia,421
422,Tabacundo,En vigencia,422
423,Quito,En vigencia,423
424,Quito,En vigencia,424
425,Quito,En vigencia,425
426,Quito,En vigencia,426
427,Quito,En vigencia,427
428,Quito,En vigencia,428
429,Quito,En vigencia,429
430,Quito,En vigencia,430
431,Quito,En vigencia,431
432,Sangolquí,En vigencia,432
433,Machachi,En vigencia,433
434,Quito,En vigencia,434
435,Machachi,En vigencia,435
436,Quito,En vigencia,436
437,Aloag,En vigencia,437
438,Quito,En vigencia,438
439,Quito,En vigencia,439
440,Machachi,En vigencia,440
441,Quito,En vigencia,441
442,Quito,En vigencia,442
443,Sangolquí,En vigencia,443
444,Aloag,En vigencia,444
445,Quito,No existe,445
446,Quito,En vigencia,446
447,Quito,En vigencia,447
448,Quito,En vigencia,448
449,Cayambe,En vigencia,449
450,Quito,En vigencia,450
451,Tabacundo,En vigencia,451
452,Quito,En vigencia,452
453,Quito,En vigencia,453
454,Quito,En vigencia,454
455,Quito,En vigencia,455
456,Quito,En vigencia,456
457,San Miguel De Los Bancos,En vigencia,457
458,Aloag,En vigencia,458
459,Quito,En vigencia,459
460,Quito,En vigencia,460
461,Quito,En vigencia,461
462,Quito,En vigencia,462
463,Quito,En vigencia,463
464,Tabacundo,En vigencia,464
465,Quito,En vigencia,465
466,Quito,En vigencia,466
467,Quito,En vigencia,467
468,Machachi,En vigencia,468
469,Quito,En vigencia,469
470,Aloag,En vigencia,470
471,Cayambe,En vigencia,471
472,Machachi,En vigencia,472
473,Cayambe,En vigencia,473
474,Aloag,En vigencia,474
475,Cayambe,En vigencia,475
476,Quito,En vigencia,476
477,Cayambe,En vigencia,477
478,Quito,En vigencia,478
479,Quito,En vigencia,479
480,Quito,En vigencia,480
481,Quito,En vigencia,481
482,Sangolquí,En vigencia,482
483,Quito,En vigencia,483
484,Quito,En vigencia,484
485,Quito,En vigencia,485
486,Sangolquí,En vigencia,486
487,Quito,En vigencia,487
488,Quito,En vigencia,488
489,Quito,En vigencia,489
490,Quito,En vigencia,490
491,Aloag,En vigencia,491
492,Quito,En vigencia,492
493,Quito,En vigencia,493
494,Quito,En vigencia,494
495,Aloag,En vigencia,495
496,Sangolquí,En vigencia,496
497,Cayambe,En vigencia,497
498,Quito,En vigencia,498
499,Quito,En vigencia,499
500,Quito,En vigencia,500
501,Quito,En vigencia,501
502,Aloag,En vigencia,502
503,Quito,En vigencia,503
504,Sangolquí,En vigencia,504
505,Quito,En vigencia,505
506,Quito,En vigencia,506
507,Sangolquí,En vigencia,507
508,Quito,En vigencia,508
509,Quito,En vigencia,509
510,Quito,En vigencia,510
511,Quito,En vigencia,511
512,Quito,En vigencia,512
513,Quito,En vigencia,513
514,San Miguel De Los Bancos,En vigencia,514
515,Quito,En vigencia,515
516,Quito,En vigencia,516
517,Quito,En vigencia,517
518,Quito,En vigencia,518
519,Quito,En vigencia,519
520,Quito,En vigencia,520
521,Tabacundo,En vigencia,521
522,Tabacundo,En vigencia,522
523,Quito,En vigencia,523
524,Machachi,En vigencia,524
525,Quito,En vigencia,525
526,Sangolquí,En vigencia,526
527,Machachi,En vigencia,527
528,Quito,En vigencia,528
529,Quito,En vigencia,529
530,Quito,En vigencia,530
531,Quito,En vigencia,531
532,Quito,En vigencia,532
533,Tabacundo,En vigencia,533
534,Quito,En vigencia,534
535,Sangolquí,En vigencia,535
536,San Miguel De Los Bancos,En vigencia,536
537,Quito,En vigencia,537
538,Quito,En vigencia,538
539,Machachi,En vigencia,539
540,Quito,En vigencia,540
541,Quito,En vigencia,541
542,Quito,En vigencia,542
543,Quito,En vigencia,543
544,Quito,En vigencia,544
545,Quito,En vigencia,545
546,San Miguel De Los Bancos,En vigencia,546
547,Tabacundo,En vigencia,547
548,Quito,En vigencia,548
549,San Miguel De Los Bancos,En vigencia,549
550,Machachi,En vigencia,550
551,Sangolquí,En vigencia,551
552,Quito,En vigencia,552
553,Quito,En vigencia,553
554,Quito,En vigencia,554
555,Quito,En vigencia,555
556,Quito,En vigencia,556
557,Quito,En vigencia,557
558,Quito,En vigencia,558
559,Quito,En vigencia,559
560,Quito,En vigencia,560
561,Quito,En vigencia,561
562,Quito,En vigencia,562
563,Quito,En vigencia,563
564,Quito,En vigencia,564
565,Quito,En vigencia,565
566,Machachi,En vigencia,566
567,Quito,En vigencia,567
568,Quito,En vigencia,568
569,Tabacundo,En vigencia,569
570,Quito,En vigencia,570
571,Quito,En vigencia,571
572,Machachi,En vigencia,572
573,Quito,En vigencia,573
574,Quito,En vigencia,574
575,Tabacundo,En vigencia,575
576,Tabacundo,En vigencia,576
577,Quito,En vigencia,577
578,Sangolquí,En vigencia,578
579,Quito,En vigencia,579
580,Quito,En vigencia,580
581,Machachi,En vigencia,581
582,Machachi,No existe,582
583,Quito,En vigencia,583
584,Quito,En vigencia,584
585,Quito,En vigencia,585
586,Quito,En vigencia,586
587,Quito,En vigencia,587
588,Quito,En vigencia,588
589,Quito,En vigencia,589
590,Quito,En vigencia,590
591,Quito,En vigencia,591
592,Cayambe,En vigencia,592
593,Quito,En vigencia,593
594,Quito,En vigencia,594
595,Quito,En vigencia,595
596,Machachi,En vigencia,596
597,Quito,En vigencia,597
598,Quito,En vigencia,598
599,Quito,En vigencia,599
600,Aloag,En vigencia,600
601,Quito,En vigencia,601
602,Quito,En vigencia,602
603,Quito,En vigencia,603
604,Quito,En vigencia,604
605,Quito,En vigencia,605
606,Quito,En vigencia,606
607,Sangolquí,En vigencia,607
608,Machachi,En vigencia,608
609,San Miguel De Los Bancos,En vigencia,609
610,Quito,En vigencia,610
611,Quito,En vigencia,611
612,Quito,En vigencia,612
613,Cayambe,En vigencia,613
614,Quito,En vigencia,614
615,Quito,En vigencia,615
616,Cayambe,En vigencia,616
617,Quito,En vigencia,617
618,Quito,En vigencia,618
619,Tabacundo,En vigencia,619
620,Tabacundo,En vigencia,620
621,Quito,En vigencia,621
622,Quito,En vigencia,622
623,Quito,En vigencia,623
624,Quito,En vigencia,624
625,Quito,En vigencia,625
626,Tabacundo,En vigencia,626
627,Quito,En vigencia,627
628,Quito,En vigencia,628
629,Quito,En vigencia,629
630,Aloag,No existe,630
631,Quito,En vigencia,631
632,Quito,En vigencia,632
633,Quito,En vigencia,633
634,Quito,En vigencia,634
635,Quito,En vigencia,635
636,Quito,En vigencia,636
637,Machachi,En vigencia,637
638,Machachi,En vigencia,638
639,Quito,En vigencia,639
640,Quito,En vigencia,640
641,Machachi,En vigencia,641
642,Quito,En vigencia,642
643,Quito,En vigencia,643
644,Tabacundo,En vigencia,644
645,Quito,En vigencia,645
646,Quito,En vigencia,646
647,Quito,En vigencia,647
648,Quito,En vigencia,648
649,Sangolquí,En vigencia,649
650,Quito,En vigencia,650
651,Quito,En vigencia,651
652,Quito,En vigencia,652
653,Tabacundo,En vigencia,653
654,Quito,En vigencia,654
655,Quito,En vigencia,655
656,Quito,En vigencia,656
657,Quito,En vigencia,657
658,Quito,En vigencia,658
659,Quito,En vigencia,659
660,San Miguel De Los Bancos,En vigencia,660
661,Quito,En vigencia,661
662,Quito,En vigencia,662
663,Quito,En vigencia,663
664,Tabacundo,En vigencia,664
665,San Miguel De Los Bancos,En vigencia,665
666,San Miguel De Los Bancos,En vigencia,666
667,Quito,En vigencia,667
668,Cayambe,En vigencia,668
669,Quito,En vigencia,669
670,Quito,No existe,670
671,Quito,En vigencia,671
672,Quito,En vigencia,672
673,Quito,En vigencia,673
674,Quito,En vigencia,674
675,Quito,En vigencia,675
676,Quito,No existe,676
677,Quito,En vigencia,677
678,Quito,En vigencia,678
679,Quito,En vigencia,679
680,Quito,En vigencia,680
681,Tabacundo,En vigencia,681
682,San Miguel De Los Bancos,En vigencia,682
683,Quito,En vigencia,683
684,Sangolquí,En vigencia,684
685,Quito,En vigencia,685
686,Quito,En vigencia,686
687,San Miguel De Los Bancos,En vigencia,687
688,Machachi,En vigencia,688
689,Quito,En vigencia,689
690,San Miguel De Los Bancos,En vigencia,690
691,Quito,En vigencia,691
692,Machachi,En vigencia,692
693,Machachi,En vigencia,693
694,Quito,En vigencia,694
695,Cayambe,En vigencia,695
696,Quito,No existe,696
697,Quito,En vigencia,697
698,San Miguel De Los Bancos,En vigencia,698
699,Cayambe,En vigencia,699
700,Quito,En vigencia,700
701,Tabacundo,En vigencia,701
702,Quito,En vigencia,702
703,Quito,En vigencia,703
704,Quito,En vigencia,704
705,Sangolquí,En vigencia,705
706,Quito,En vigencia,706
707,Quito,En vigencia,707
708,Quito,En vigencia,708
709,Quito,En vigencia,709
710,Aloag,En vigencia,710
711,Quito,En vigencia,711
712,Quito,En vigencia,712
713,Quito,En vigencia,713
714,Quito,En vigencia,714
715,Sangolquí,En vigencia,715
716,Quito,No existe,716
717,Cayambe,En vigencia,717
718,Quito,No existe,718
719,Cayambe,En vigencia,719
720,Quito,En vigencia,720
721,Quito,En vigencia,721
722,Quito,En vigencia,722
723,Quito,En vigencia,723
724,Quito,En vigencia,724
725,Machachi,En vigencia,725
726,Quito,En vigencia,726
727,Quito,En vigencia,727
728,Aloag,En vigencia,728
729,Quito,En vigencia,729
730,Cayambe,En vigencia,730
731,Quito,En vigencia,731
732,Quito,En vigencia,732
733,Quito,En vigencia,733
734,Machachi,En vigencia,734
735,Quito,En vigencia,735
736,Cayambe,En vigencia,736
737,Quito,En vigencia,737
738,Quito,En vigencia,738
739,Quito,En vigencia,739
740,Sangolquí,En vigencia,740
741,Cayambe,En vigencia,741
742,Quito,En vigencia,742
743,Quito,En vigencia,743
744,Quito,En vigencia,744
745,Quito,En vigencia,745
746,Quito,En vigencia,746
747,Quito,En vigencia,747
748,Tabacundo,En vigencia,748
749,Quito,En vigencia,749
750,Sangolquí,En vigencia,750
751,Quito,En vigencia,751
752,Quito,En vigencia,752
753,San Miguel De Los Bancos,En vigencia,753
754,Quito,En vigencia,754
755,Machachi,En vigencia,755
756,Quito,En vigencia,756
757,Sangolquí,No existe,757
758,Quito,En vigencia,758
759,Machachi,No existe,759
760,San Miguel De Los Bancos,En vigencia,760
761,Quito,En vigencia,761
762,Quito,En vigencia,762
763,Quito,En vigencia,763
764,Quito,En vigencia,764
765,Quito,En vigencia,765
766,Quito,En vigencia,766
767,San Miguel De Los Bancos,En vigencia,767
768,Quito,En vigencia,768
769,Sangolquí,En vigencia,769
770,San Miguel De Los Bancos,En vigencia,770
771,Tabacundo,En vigencia,771
772,Cayambe,En vigencia,772
773,Quito,En vigencia,773
774,San Miguel De Los Bancos,En vigencia,774
775,Quito,En vigencia,775
776,Quito,En vigencia,776
777,Quito,En vigencia,777
778,Quito,En vigencia,778
779,Machachi,En vigencia,779
780,Quito,En vigencia,780
781,Quito,En vigencia,781
782,Tabacundo,En vigencia,782
783,Aloag,En vigencia,783
784,Quito,En vigencia,784
785,Quito,En vigencia,785
786,Quito,En vigencia,786
787,Quito,En vigencia,787
788,San Miguel De Los Bancos,En vigencia,788
789,Sangolquí,En vigencia,789
790,Quito,En vigencia,790
791,Quito,En vigencia,791
792,Aloag,En vigencia,792
793,Quito,En vigencia,793
794,Quito,En vigencia,794
795,Quito,En vigencia,795
796,Quito,En vigencia,796
797,Machachi,En vigencia,797
798,Quito,En vigencia,798
799,Sangolquí,En vigencia,799
800,Quito,En vigencia,800
801,Quito,En vigencia,801
802,Quito,En vigencia,802
803,Quito,En vigencia,803
804,Quito,En vigencia,804
805,Sangolquí,En vigencia,805
806,Quito,En vigencia,806
807,Machachi,En vigencia,807
808,Quito,En vigencia,808
809,Quito,En vigencia,809
810,Aloag,En vigencia,810
811,Cayambe,En vigencia,811
812,Quito,En vigencia,812
813,Tabacundo,En vigencia,813
814,Tabacundo,En vigencia,814
815,Quito,En vigencia,815
816,Quito,En vigencia,816
817,Tabacundo,En vigencia,817
818,Quito,En vigencia,818
819,Quito,En vigencia,819
820,Quito,En vigencia,820
821,Aloag,En vigencia,821
822,Quito,En vigencia,822
823,Cayambe,En vigencia,823
824,Quito,En vigencia,824
825,Quito,No existe,825
826,Quito,En vigencia,826
827,Quito,En vigencia,827
828,Machachi,En vigencia,828
829,Quito,En vigencia,829
830,Tabacundo,En vigencia,830
831,Sangolquí,En vigencia,831
832,Quito,En vigencia,832
833,Cayambe,En vigencia,833
834,Sangolquí,En vigencia,834
835,Quito,En vigencia,835
836,Quito,En vigencia,836
837,Quito,En vigencia,837
838,Quito,En vigencia,838
839,Machachi,En vigencia,839
840,Quito,En vigencia,840
841,Quito,En vigencia,841
842,Quito,En vigencia,842
843,Aloag,En vigencia,843
844,Quito,En vigencia,844
845,Quito,En vigencia,845
846,San Miguel De Los Bancos,En vigencia,846
847,Quito,En vigencia,847
848,Quito,En vigencia,848
849,Quito,En vigencia,849
850,San Miguel De Los Bancos,En vigencia,850
851,Cayambe,En vigencia,851
852,Quito,En vigencia,852
853,Quito,En vigencia,853
854,Tabacundo,En vigencia,854
855,Quito,En vigencia,855
856,Quito,En vigencia,856
857,Quito,En vigencia,857
858,Quito,En vigencia,858
859,Cayambe,En vigencia,859
860,Tabacundo,En vigencia,860
861,Aloag,En vigencia,861
862,Quito,En vigencia,862
863,Quito,En vigencia,863
864,Quito,En vigencia,864
865,Quito,En vigencia,865
866,Quito,En vigencia,866
867,Quito,En vigencia,867
868,Cayambe,En vigencia,868
869,Quito,En vigencia,869
870,Quito,En vigencia,870
871,Tabacundo,En vigencia,871
872,Sangolquí,En vigencia,872
873,Quito,En vigencia,873
874,Tabacundo,En vigencia,874
875,Quito,En vigencia,875
876,Quito,En vigencia,876
877,Quito,En vigencia,877
878,Quito,En vigencia,878
879,Machachi,En vigencia,879
880,Tabacundo,En vigencia,880
881,Cayambe,En vigencia,881
882,Quito,En vigencia,882
883,Quito,En vigencia,883
884,Quito,En vigencia,884
885,Quito,En vigencia,885
886,San Miguel De Los Bancos,En vigencia,886
887,Quito,En vigencia,887
888,Quito,En vigencia,888
889,Cayambe,En vigencia,889
890,Machachi,En vigencia,890
891,Quito,En vigencia,891
892,Quito,En vigencia,892
893,Quito,En vigencia,893
894,San Miguel De Los Bancos,En vigencia,894
895,Quito,En vigencia,895
896,Quito,En vigencia,896
897,Quito,En vigencia,897
898,Quito,En vigencia,898
899,Quito,En vigencia,899
900,Cayambe,En vigencia,900
901,Machachi,En vigencia,901
902,Quito,En vigencia,902
903,Quito,En vigencia,903
904,Quito,En vigencia,904
905,Quito,En vigencia,905
906,Quito,En vigencia,906
907,Quito,En vigencia,907
908,Quito,En vigencia,908
909,Quito,En vigencia,909
910,Quito,En vigencia,910
911,Quito,En vigencia,911
912,Quito,En vigencia,912
913,Machachi,En vigencia,913
914,Cayambe,En vigencia,914
915,Sangolquí,En vigencia,915
916,Quito,En vigencia,916
917,Quito,En vigencia,917
918,Tabacundo,En vigencia,918
919,Quito,En vigencia,919
920,Quito,En vigencia,920
921,Sangolquí,En vigencia,921
922,Tabacundo,En vigencia,922
923,Quito,En vigencia,923
924,Quito,En vigencia,924
925,Quito,En vigencia,925
926,Quito,En vigencia,926
927,San Miguel De Los Bancos,En vigencia,927
928,Tabacundo,En vigencia,928
929,Quito,En vigencia,929
930,Quito,En vigencia,930
931,Quito,En vigencia,931
932,San Miguel De Los Bancos,En vigencia,932
