nbr_ba_id,var_ba_nombre,"var_ba_status",nbr_pol_id
323,San Diego,"En vigencia",323
324,San Diego,"En vigencia",324
325,Itchimbía,"En vigencia",325
326,San Bartolo,"En vigencia",326
327,San Diego,"En vigencia",327
328,La Mena,"En vigencia",328
329,San Diego,"En vigencia",329
330,San Diego,"En vigencia",330
331,Guamaní,"En vigencia",331
332,La Ferroviaria,"En vigencia",332
333,San Diego,"En vigencia",333
334,San Diego,"En vigencia",334
335,La Libertad,"En vigencia",335
336,San Diego,"En vigencia",336
337,San Diego,"En vigencia",337
338,San Roque,"En vigencia",338
339,San Diego,"En vigencia",339
340,San Diego,"En vigencia",340
341,San Diego,"En vigencia",341
342,Comité del Pueblo,"En vigencia",342
343,San Diego,"En vigencia",343
344,San Diego,"En vigencia",344
345,San Roque,"En vigencia",345
346,San Diego,"En vigencia",346
347,San Diego,"En vigencia",347
348,El Condado,"En vigencia",348
349,San Diego,"En vigencia",349
350,San Diego,"En vigencia",350
351,San Diego,"En vigencia",351
352,San Diego,"En vigencia",352
353,El Condado,"En vigencia",353
354,Cotocollao,"En vigencia",354
355,San Roque,"En vigencia",355
356,San Diego,"En vigencia",356
357,Itchimbía,"En vigencia",357
358,San Roque,"En vigencia",358
359,San Diego,"En vigencia",359
360,San Roque,"En vigencia",360
361,Mariscal Sucre,"En vigencia",361
362,Comité del Pueblo,"En vigencia",362
363,Solanda,"En vigencia",363
364,Carcelén,"En vigencia",364
365,San Diego,"En vigencia",365
366,San Diego,"En vigencia",366
367,San Diego,"En vigencia",367
368,El Condado,"En vigencia",368
369,San Diego,"En vigencia",369
370,San Diego,"En vigencia",370
371,La Ecuatoriana,"En vigencia",371
372,San Diego,"En vigencia",372
373,San Diego,"En vigencia",373
374,San Diego,"En vigencia",374
375,San Roque,"En vigencia",375
376,San Diego,"En vigencia",376
377,San Diego,"En vigencia",377
378,San Diego,"En vigencia",378
379,San Roque,"En vigencia",379
380,Centro Histórico,"En vigencia",380
381,San Diego,"En vigencia",381
382,San Diego,"En vigencia",382
383,San Bartolo,"En vigencia",383
384,San Diego,"En vigencia",384
385,San Diego,"En vigencia",385
386,Iñaquito,"En vigencia",386
387,San Roque,"En vigencia",387
388,San Diego,"En vigencia",388
389,Centro Histórico,"En vigencia",389
390,San Diego,"En vigencia",390
391,Quitumbe,"En vigencia",391
392,Centro Histórico,"En vigencia",392
393,San Roque,"En vigencia",393
394,La Ecuatoriana,"En vigencia",394
395,San Roque,"En vigencia",395
396,San Bartolo,"En vigencia",396
397,Rumipamba,"En vigencia",397
398,San Diego,"En vigencia",398
399,San Diego,"En vigencia",399
400,San Diego,"En vigencia",400
401,San Diego,"En vigencia",401
402,San Diego,"En vigencia",402
403,Turubamba,"En vigencia",403
404,La Concepción,"En vigencia",404
405,San Bartolo,"En vigencia",405
406,San Roque,"En vigencia",406
407,San Roque,"En vigencia",407
408,San Diego,"En vigencia",408
409,La Libertad,"En vigencia",409
410,San Roque,"En vigencia",410
411,San Roque,"En vigencia",411
412,San Juan,"En vigencia",412
413,San Diego,"En vigencia",413
414,San Diego,"En vigencia",414
415,Mariscal Sucre,"En vigencia",415
416,San Diego,"En vigencia",416
417,San Diego,"En vigencia",417
418,San Diego,"En vigencia",418
419,San Diego,"En vigencia",419
420,San Diego,"En vigencia",420
421,Belisario Quevedo,"En vigencia",421
422,San Diego,"En vigencia",422
423,San Roque,"En vigencia",423
424,San Diego,"En vigencia",424
425,San Diego,"En vigencia",425
426,San Diego,"En vigencia",426
427,San Diego,"En vigencia",427
428,Rumipamba,"En vigencia",428
429,La Ferroviaria,"En vigencia",429
430,San Diego,"En vigencia",430
431,San Diego,"En vigencia",431
432,San Diego,"En vigencia",432
433,San Diego,"En vigencia",433
434,San Diego,"En vigencia",434
435,San Diego,"En vigencia",435
436,Comité del Pueblo,"En vigencia",436
437,Turubamba,"En vigencia",437
438,San Diego,"En vigencia",438
439,San Diego,"En vigencia",439
440,San Roque,"En vigencia",440
441,San Diego,"En vigencia",441
442,Carcelén,"En vigencia",442
443,Chilibulo,"En vigencia",443
444,San Diego,"En vigencia",444
445,San Diego,"En vigencia",445
446,San Diego,"En vigencia",446
447,San Diego,"En vigencia",447
448,San Diego,"En vigencia",448
449,San Diego,"En vigencia",449
450,San Diego,"En vigencia",450
451,El Condado,"No existe",451
452,San Roque,"En vigencia",452
453,San Diego,"En vigencia",453
454,San Diego,"En vigencia",454
455,Mariscal Sucre,"En vigencia",455
456,San Diego,"En vigencia",456
457,San Diego,"En vigencia",457
458,San Diego,"En vigencia",458
459,Iñaquito,"En vigencia",459
460,Puengasí,"En vigencia",460
461,San Diego,"En vigencia",461
462,San Diego,"En vigencia",462
463,San Diego,"En vigencia",463
464,Ponceano,"En vigencia",464
465,San Diego,"En vigencia",465
466,La Ecuatoriana,"En vigencia",466
467,La Libertad,"En vigencia",467
468,San Diego,"En vigencia",468
469,San Diego,"En vigencia",469
470,San Roque,"En vigencia",470
471,San Diego,"En vigencia",471
472,San Diego,"En vigencia",472
473,Solanda,"En vigencia",473
474,Mariscal Sucre,"En vigencia",474
475,Kennedy,"En vigencia",475
476,Cochapamba,"En vigencia",476
477,Kennedy,"En vigencia",477
478,San Diego,"En vigencia",478
479,San Diego,"En vigencia",479
480,San Diego,"En vigencia",480
481,San Diego,"En vigencia",481
482,San Roque,"En vigencia",482
483,San Diego,"No existe",483
484,San Diego,"En vigencia",484
485,San Roque,"En vigencia",485
486,San Diego,"En vigencia",486
487,San Diego,"En vigencia",487
488,San Diego,"En vigencia",488
489,Cotocollao,"En vigencia",489
490,San Diego,"En vigencia",490
491,Cotocollao,"En vigencia",491
492,San Diego,"En vigencia",492
493,Solanda,"En vigencia",493
494,Turubamba,"En vigencia",494
495,San Diego,"En vigencia",495
496,San Roque,"En vigencia",496
497,San Roque,"En vigencia",497
498,La Libertad,"En vigencia",498
499,San Diego,"En vigencia",499
500,San Diego,"En vigencia",500
501,San Diego,"En vigencia",501
502,San Diego,"En vigencia",502
503,San Diego,"En vigencia",503
504,San Diego,"En vigencia",504
505,San Diego,"En vigencia",505
506,Cochapamba,"En vigencia",506
507,San Diego,"En vigencia",507
508,San Diego,"En vigencia",508
509,Chimbacalle,"En vigencia",509
510,San Diego,"En vigencia",510
511,Jipijapa,"En vigencia",511
512,El Condado,"En vigencia",512
513,San Diego,"En vigencia",513
514,San Diego,"En vigencia",514
515,San Diego,"En vigencia",515
516,San Diego,"En vigencia",516
517,San Diego,"En vigencia",517
518,Calderón,"En vigencia",518
519,Centro Histórico,"En vigencia",519
520,Carcelén,"En vigencia",520
521,Kennedy,"En vigencia",521
522,San Diego,"En vigencia",522
523,San Diego,"En vigencia",523
524,San Roque,"En vigencia",524
525,San Diego,"En vigencia",525
526,Belisario Quevedo,"En vigencia",526
527,San Diego,"En vigencia",527
528,San Diego,"En vigencia",528
529,Comité del Pueblo,"En vigencia",529
530,Jipijapa,"En vigencia",530
531,Chillogallo,"No existe",531
532,Solanda,"En vigencia",532
533,San Diego,"En vigencia",533
534,San Diego,"En vigencia",534
535,San Diego,"En vigencia",535
536,San Diego,"En vigencia",536
537,Solanda,"En vigencia",537
538,San Diego,"En vigencia",538
539,San Diego,"En vigencia",539
540,Puengasí,"En vigencia",540
541,Itchimbía,"En vigencia",541
542,San Diego,"En vigencia",542
543,San Diego,"En vigencia",543
544,San Diego,"En vigencia",544
545,Rumipamba,"En vigencia",545
546,San Bartolo,"En vigencia",546
547,San Diego,"En vigencia",547
548,Comité del Pueblo,"En vigencia",548
549,El Condado,"En vigencia",549
550,San Diego,"En vigencia",550
551,Puengasí,"En vigencia",551
552,San Diego,"En vigencia",552
553,San Diego,"En vigencia",553
554,San Diego,"En vigencia",554
555,Chimbacalle,"En vigencia",555
556,San Diego,"En vigencia",556
557,San Diego,"En vigencia",557
558,San Diego,"En vigencia",558
559,San Diego,"En vigencia",559
560,Chillogallo,"En vigencia",560
561,San Diego,"En vigencia",561
562,San Roque,"En vigencia",562
563,San Diego,"En vigencia",563
564,La Mena,"En vigencia",564
565,San Diego,"En vigencia",565
566,San Diego,"En vigencia",566
567,Comité del Pueblo,"En vigencia",567
568,Mariscal Sucre,"En vigencia",568
569,San Diego,"En vigencia",569
570,San Diego,"En vigencia",570
571,San Diego,"En vigencia",571
572,San Diego,"En vigencia",572
573,San Diego,"En vigencia",573
574,El Condado,"En vigencia",574
575,San Diego,"En vigencia",575
576,Rumipamba,"En vigencia",576
577,San Roque,"En vigencia",577
578,San Diego,"En vigencia",578
579,San Diego,"En vigencia",579
580,Jipijapa,"En vigencia",580
581,San Diego,"En vigencia",581
582,San Diego,"En vigencia",582
583,San Diego,"En vigencia",583
584,San Diego,"En vigencia",584
585,Mariscal Sucre,"En vigencia",585
586,Iñaquito,"En vigencia",586
587,San Juan,"En vigencia",587
588,La Ecuatoriana,"En vigencia",588
589,La Ecuatoriana,"En vigencia",589
590,San Diego,"En vigencia",590
591,San Diego,"En vigencia",591
592,Iñaquito,"En vigencia",592
593,San Diego,"En vigencia",593
594,San Diego,"En vigencia",594
595,San Juan,"En vigencia",595
596,San Bartolo,"En vigencia",596
597,San Roque,"En vigencia",597
598,La Concepción,"En vigencia",598
599,Comité del Pueblo,"En vigencia",599
600,San Diego,"En vigencia",600
601,San Diego,"En vigencia",601
602,San Diego,"En vigencia",602
603,San Diego,"En vigencia",603
604,San Diego,"En vigencia",604
605,La Libertad,"En vigencia",605
606,San Diego,"En vigencia",606
607,San Diego,"En vigencia",607
608,San Diego,"En vigencia",608
609,San Diego,"En vigencia",609
610,Calderón,"En vigencia",610
611,San Roque,"En vigencia",611
612,San Diego,"En vigencia",612
613,La Libertad,"En vigencia",613
614,San Diego,"En vigencia",614
615,San Diego,"En vigencia",615
616,Chillogallo,"En vigencia",616
617,San Diego,"En vigencia",617
618,San Diego,"En vigencia",618
619,San Diego,"En vigencia",619
620,San Diego,"En vigencia",620
621,San Diego,"En vigencia",621
622,San Diego,"En vigencia",622
623,San Diego,"En vigencia",623
624,San Diego,"En vigencia",624
625,San Diego,"En vigencia",625
626,San Diego,"En vigencia",626
627,San Roque,"En vigencia",627
628,San Diego,"En vigencia",628
629,San Diego,"No existe",629
630,San Diego,"En vigencia",630
631,San Diego,"En vigencia",631
632,San Diego,"En vigencia",632
633,San Diego,"En vigencia",633
634,San Diego,"En vigencia",634
635,La Ferroviaria,"En vigencia",635
636,San Roque,"En vigencia",636
637,San Diego,"En vigencia",637
638,San Roque,"En vigencia",638
639,San Diego,"En vigencia",639
640,San Diego,"En vigencia",640
641,Cotocollao,"En vigencia",641
642,San Diego,"En vigencia",642
643,San Diego,"En vigencia",643
644,San Diego,"En vigencia",644
645,San Diego,"En vigencia",645
646,San Diego,"En vigencia",646
647,San Diego,"En vigencia",647
648,San Diego,"No existe",648
649,San Diego,"En vigencia",649
650,San Diego,"En vigencia",650
651,La Libertad,"En vigencia",651
652,San Diego,"En vigencia",652
653,La Mena,"En vigencia",653
654,San Diego,"En vigencia",654
655,Cotocollao,"No existe",655
656,San Diego,"En vigencia",656
657,San Diego,"No existe",657
658,San Diego,"En vigencia",658
659,La Magdalena,"En vigencia",659
660,San Roque,"En vigencia",660
661,San Juan,"En vigencia",661
662,San Diego,"En vigencia",662
663,San Diego,"En vigencia",663
664,San Diego,"En vigencia",664
665,San Diego,"En vigencia",665
666,San Diego,"En vigencia",666
667,San Diego,"En vigencia",667
668,San Diego,"En vigencia",668
669,San Diego,"En vigencia",669
670,Itchimbía,"En vigencia",670
671,San Diego,"En vigencia",671
672,Kennedy,"En vigencia",672
673,San Diego,"En vigencia",673
674,San Diego,"En vigencia",674
675,San Roque,"En vigencia",675
676,San Diego,"En vigencia",676
677,Carcelén,"En vigencia",677
678,Chimbacalle,"En vigencia",678
679,San Diego,"En vigencia",679
680,La Concepción,"En vigencia",680
681,Mariscal Sucre,"En vigencia",681
682,San Diego,"En vigencia",682
683,San Diego,"En vigencia",683
684,Calderón,"En vigencia",684
685,San Diego,"En vigencia",685
686,Solanda,"En vigencia",686
687,San Diego,"En vigencia",687
688,San Diego,"En vigencia",688
689,Iñaquito,"En vigencia",689
690,La Ecuatoriana,"En vigencia",690
691,Mariscal Sucre,"En vigencia",691
692,San Diego,"En vigencia",692
693,San Diego,"En vigencia",693
694,Calderón,"No existe",694
695,San Diego,"En vigencia",695
696,San Roque,"En vigencia",696
697,San Diego,"En vigencia",697
698,Cochapamba,"En vigencia",698
699,San Roque,"En vigencia",699
700,Mariscal Sucre,"En vigencia",700
701,Comité del Pueblo,"En vigencia",701
702,Iñaquito,"En vigencia",702
703,Belisario Quevedo,"En vigencia",703
704,San Diego,"En vigencia",704
705,San Diego,"En vigencia",705
706,San Diego,"En vigencia",706
707,Solanda,"En vigencia",707
708,San Diego,"En vigencia",708
709,San Diego,"En vigencia",709
710,Quitumbe,"En vigencia",710
711,Chimbacalle,"En vigencia",711
712,Calderón,"En vigencia",712
713,San Diego,"En vigencia",713
714,San Diego,"En vigencia",714
715,San Diego,"En vigencia",715
716,San Diego,"En vigencia",716
717,San Diego,"En vigencia",717
718,Centro Histórico,"En vigencia",718
719,San Diego,"En vigencia",719
720,San Diego,"En vigencia",720
721,Itchimbía,"En vigencia",721
722,San Diego,"En vigencia",722
723,San Diego,"En vigencia",723
724,La Ecuatoriana,"En vigencia",724
725,Comité del Pueblo,"En vigencia",725
726,San Diego,"En vigencia",726
727,Kennedy,"En vigencia",727
728,San Diego,"En vigencia",728
729,San Diego,"En vigencia",729
730,San Diego,"En vigencia",730
731,San Diego,"En vigencia",731
732,San Juan,"En vigencia",732
733,San Diego,"En vigencia",733
734,San Diego,"En vigencia",734
735,Rumipamba,"En vigencia",735
736,Jipijapa,"En vigencia",736
737,San Diego,"En vigencia",737
738,San Diego,"En vigencia",738
739,San Diego,"En vigencia",739
740,La Magdalena,"En vigencia",740
741,San Diego,"En vigencia",741
742,San Diego,"En vigencia",742
743,San Diego,"En vigencia",743
744,Comité del Pueblo,"En vigencia",744
745,Chillogallo,"En vigencia",745
746,San Diego,"En vigencia",746
747,San Diego,"En vigencia",747
748,San Diego,"En vigencia",748
749,Iñaquito,"En vigencia",749
750,La Argelia,"En vigencia",750
751,San Diego,"No existe",751
752,San Diego,"En vigencia",752
753,San Diego,"En vigencia",753
754,San Diego,"En vigencia",754
755,San Diego,"En vigencia",755
756,Quitumbe,"En vigencia",756
757,Itchimbía,"En vigencia",757
758,San Diego,"En vigencia",758
759,San Diego,"En vigencia",759
760,Puengasí,"En vigencia",760
761,San Diego,"En vigencia",761
762,San Diego,"En vigencia",762
763,San Diego,"En vigencia",763
764,La Mena,"En vigencia",764
765,San Diego,"En vigencia",765
766,San Diego,"En vigencia",766
767,San Diego,"En vigencia",767
768,San Diego,"En vigencia",768
769,Belisario Quevedo,"En vigencia",769
770,San Diego,"En vigencia",770
771,San Diego,"En vigencia",771
772,San Diego,"En vigencia",772
773,San Diego,"No existe",773
774,San Diego,"En vigencia",774
775,San Diego,"En vigencia",775
776,San Diego,"En vigencia",776
777,San Diego,"En vigencia",777
778,San Roque,"En vigencia",778
779,Centro Histórico,"En vigencia",779
780,San Diego,"En vigencia",780
781,San Diego,"En vigencia",781
782,Ponceano,"En vigencia",782
783,San Diego,"En vigencia",783
784,San Bartolo,"En vigencia",784
785,San Diego,"En vigencia",785
786,San Roque,"En vigencia",786
787,San Diego,"En vigencia",787
788,San Diego,"En vigencia",788
789,San Diego,"En vigencia",789
790,San Diego,"No existe",790
791,Kennedy,"En vigencia",791
792,San Diego,"En vigencia",792
793,San Diego,"No existe",793
794,San Diego,"En vigencia",794
795,Rumipamba,"En vigencia",795
796,San Diego,"En vigencia",796
797,San Bartolo,"En vigencia",797
798,San Roque,"En vigencia",798
799,San Diego,"En vigencia",799
800,San Roque,"En vigencia",800
801,San Diego,"En vigencia",801
802,San Diego,"En vigencia",802
803,San Diego,"En vigencia",803
804,San Diego,"En vigencia",804
805,La Concepción,"En vigencia",805
806,Calderón,"En vigencia",806
807,San Diego,"En vigencia",807
808,Chimbacalle,"En vigencia",808
809,Chilibulo,"En vigencia",809
810,Quitumbe,"En vigencia",810
811,San Diego,"En vigencia",811
812,San Diego,"En vigencia",812
813,San Diego,"En vigencia",813
814,La Ecuatoriana,"En vigencia",814
815,Guamaní,"En vigencia",815
816,San Diego,"En vigencia",816
817,San Diego,"En vigencia",817
818,San Diego,"En vigencia",818
819,San Diego,"En vigencia",819
820,La Ferroviaria,"En vigencia",820
821,San Diego,"En vigencia",821
822,Kennedy,"En vigencia",822
823,San Diego,"En vigencia",823
824,San Diego,"En vigencia",824
825,San Bartolo,"En vigencia",825
826,San Diego,"En vigencia",826
827,San Roque,"En vigencia",827
828,San Diego,"En vigencia",828
829,San Diego,"En vigencia",829
830,Puengasí,"En vigencia",830
831,San Diego,"En vigencia",831
832,San Diego,"En vigencia",832
833,La Concepción,"En vigencia",833
834,San Diego,"En vigencia",834
835,San Diego,"En vigencia",835
836,Cochapamba,"En vigencia",836
837,San Diego,"En vigencia",837
838,San Diego,"En vigencia",838
839,San Diego,"En vigencia",839
840,Chillogallo,"En vigencia",840
841,San Diego,"En vigencia",841
842,Comité del Pueblo,"En vigencia",842
